year,month,z20_mean,z20_std,z20_min,z20_max,valid_pct
2018,3,28.197383938999888,15.214984243422364,5.0,59.433846127603076,72.96296296296296
2018,4,26.233224816963634,14.72316874174066,5.0,54.90110293565678,72.96296296296296
2018,5,27.154781962177736,16.653157666972838,5.0,62.93696468034775,72.96296296296296
2018,6,22.02935374144734,22.208534522866408,5.0,75.82829114631188,72.96296296296296
2018,7,9.068721996427293,16.476555498265395,5.0,83.63713266202302,72.96296296296296
2018,8,5.0,0.0,5.0,5.0,72.96296296296296
2018,9,5.0,0.0,5.0,5.0,72.96296296296296
2018,10,5.429969330981115,3.616734214573938,5.0,45.316698812321306,72.96296296296296
2018,11,17.030504717512915,16.384329061507604,5.0,59.35347702463646,72.96296296296296
2018,12,35.93736629748413,13.782529484544124,5.0,62.43529337700477,72.96296296296296
2019,1,38.08895868350394,9.589681024744552,8.68677923579241,55.74791594231519,72.96296296296296
2019,2,35.10211371414547,8.61580488148907,12.141414557173313,53.96669342088292,72.96296296296296
2019,3,32.64530668847096,9.064224350173381,15.288705292769095,53.233638072479614,72.96296296296296
2019,4,33.0578459046389,12.368654486957462,10.068684234371268,60.68407443300542,72.96296296296296
2019,5,30.18128178027281,14.505609736193614,5.0,63.37176786489447,72.96296296296296
2019,6,25.647288541110708,19.179574724880084,5.0,69.99979033871809,72.96296296296296
2019,7,7.497609501334012,10.621955857612832,5.0,57.913145312268334,72.96296296296296
2019,8,5.0,0.0,5.0,5.0,72.96296296296296
2019,9,5.0,0.0,5.0,5.0,72.96296296296296
2019,10,5.0,0.0,5.0,5.0,72.96296296296296
2019,11,7.645863944165887,9.429357129236557,5.0,51.63297560662104,72.96296296296296
2019,12,31.492596420957966,13.906316491038528,6.631949796667437,59.88020754789487,72.96296296296296
2020,1,36.15932877525652,12.49113213476891,11.512751774376454,61.945680467540086,72.96296296296296
2020,2,36.74333964053441,13.892216214242445,11.10035929301965,65.78856651303376,72.96296296296296
2020,3,36.2721348052955,13.152509678620346,13.71166791904551,64.2696757784231,72.96296296296296
2020,4,34.60108726905208,12.657883480321743,11.035403416177797,61.44133421527526,72.96296296296296
2020,5,30.712330861160268,19.171924959355835,5.0,68.07178534143328,72.96296296296296
2020,6,18.668300860050437,22.26364120197509,5.0,68.81992971031592,72.96296296296296
2020,7,5.0,0.0,5.0,5.0,72.96296296296296
2020,8,5.0,0.0,5.0,5.0,72.96296296296296
2020,9,5.0,0.0,5.0,5.0,72.96296296296296
2020,10,5.0,0.0,5.0,5.0,72.96296296296296
2020,11,5.0,0.0,5.0,5.0,72.96296296296296
2020,12,19.470103645016714,17.202568413509773,5.0,57.153073900169865,72.96296296296296
2021,1,30.60968093606256,18.68306787242447,5.0,63.68169186287576,72.96296296296296
2021,2,32.32532806854074,17.84103767989507,5.0,62.63599836349619,72.96296296296296
2021,3,31.60920404502711,14.821133238732134,5.0,54.77194577099304,72.96296296296296
2021,4,26.286818260150543,17.409988915708208,5.0,55.34202934252117,72.96296296296296
2021,5,23.744145299563705,21.101696922282848,5.0,65.30825895234031,72.96296296296296
2021,6,16.87298877749664,20.232273371581563,5.0,68.6723563454116,72.96296296296296
2021,7,8.038973657049075,9.030912906646678,5.0,54.616778126394394,72.96296296296296
2021,8,5.0,0.0,5.0,5.0,72.96296296296296
2021,9,5.0,0.0,5.0,5.0,72.96296296296296
2021,10,5.0,0.0,5.0,5.0,72.96296296296296
2021,11,5.0,0.0,5.0,5.0,72.96296296296296
2021,12,18.110774121595057,18.151274722167514,5.0,70.25506055485573,72.96296296296296
2022,1,32.235515063214386,21.800531469655983,5.0,79.2911485187945,72.96296296296296
2022,2,32.195883376179225,20.270767274859782,5.0,77.34862418100262,72.96296296296296
2022,3,35.15959010221517,21.919200615335516,5.0,78.34767519639591,72.96296296296296
2022,4,32.90550079307897,23.07919708758069,5.0,80.11179783589046,72.96296296296296
2022,5,23.416065529631897,23.109139189855693,5.0,73.48792781385723,72.96296296296296
2022,6,13.114155791917003,20.435424108190475,5.0,76.04453496302612,72.96296296296296
2022,7,6.030490059377753,8.301997874642934,5.0,75.81354669085796,72.96296296296296
2022,8,5.0,0.0,5.0,5.0,72.96296296296296
2022,9,5.0,0.0,5.0,5.0,72.96296296296296
2022,10,5.0,0.0,5.0,5.0,72.96296296296296
2022,11,5.0,0.0,5.0,5.0,72.96296296296296
2022,12,19.944928931112745,10.314843106726682,5.0,41.586011089018044,72.96296296296296
2023,1,26.0128122040824,12.220050429534508,5.0,51.2066834118918,72.96296296296296
2023,2,29.927970076468885,13.837638891825598,6.758469828678139,67.43545952324124,72.96296296296296
2023,3,30.78314415371884,13.034499954235855,9.320227873197341,63.74112846101652,72.96296296296296
2023,4,36.51447259278594,14.20871967959894,9.011219714395754,65.13332732195285,72.96296296296296
2023,5,42.89406108747946,16.45347762270309,5.0,76.8581104505344,72.96296296296296
2023,6,45.47213537969894,17.633800521199863,5.0,85.32389643731318,72.96296296296296
2023,7,51.4969548370353,18.024976963359627,5.0,88.92498710741073,72.96296296296296
2023,8,43.610718713614666,21.44399039143079,5.0,90.36534688601988,72.96296296296296
2023,9,28.866671633302744,21.011181806121144,5.0,79.13415869168274,72.96296296296296
